title,date,specimenId,species,sex,abdomenStatus,morphSpecies,morphSex,morphAbdomenStatus,morphNotes,country,district,site,image,yolovConfidenceLevel,imageZoomed,status,latitude,longitude,cityName,deviceInUse,phoneInUse,deviceId,localId,collectionMethod,createdAt,hardware,isCompleted,name,notes,updatedAt
Lira 04 KS- 05,11/1/23,KSL099_01,Anopheles gambiae,Female,FF - Fully Fed,Other,,UF - Unfed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.571-33dd2ef449f3b50c-6-94.jpg,0.82,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.315277778,CDC Light Trap,2023-01-12T18:20:36.164Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:36.164Z
Lira 04 KS- 05,11/1/23,KSL099_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.608-33dd2ef449f3b50c-6-95.jpg,0.8,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.315972222,CDC Light Trap,2023-01-12T18:20:35.166Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:35.166Z
Lira 04 KS- 05,11/1/23,KSL100,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.701-33dd2ef449f3b50c-6-96.jpg,0.54,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.316666667,CDC Light Trap,2023-01-12T18:20:35.302Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:35.302Z
Lira 04 KS- 05,11/1/23,KSL100_01,Anopheles other,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.743-33dd2ef449f3b50c-6-97.jpg,0.88,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.317361111,CDC Light Trap,2023-01-12T18:20:38.150Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:38.150Z
Lira 04 KS- 05,11/1/23,KSL100_02,Anopheles other,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.772-33dd2ef449f3b50c-6-98.jpg,0.82,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.318055556,CDC Light Trap,2023-01-12T18:20:34.565Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:34.565Z
Lira 04 KS- 05,11/1/23,KSL101,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.796-33dd2ef449f3b50c-6-99.jpg,0.77,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.31875,CDC Light Trap,2023-01-12T18:20:36.126Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:36.126Z
Lira 04 KS- 05,11/1/23,KSL101_01,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.840-33dd2ef449f3b50c-6-100.jpg,0.74,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.319444444,CDC Light Trap,2023-01-12T18:20:35.499Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:35.499Z
Lira 04 KS- 05,11/1/23,KSL101_02,Anopheles other,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.898-33dd2ef449f3b50c-6-101.jpg,0.71,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.320138889,CDC Light Trap,2023-01-12T18:20:36.578Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:36.578Z
Lira 04 KS- 05,11/1/23,KSL102,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.932-33dd2ef449f3b50c-6-102.jpg,0.9,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.320833333,CDC Light Trap,2023-01-12T18:20:36.592Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:36.592Z
Lira 04 KS- 05,11/1/23,KSL102_01,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-20-03.985-33dd2ef449f3b50c-6-103.jpg,0.9,Yes,Desiccated,2.23850159,32.8926131,,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.321527778,CDC Light Trap,2023-01-12T18:20:35.210Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:20:35.210Z
Lira 06 KS-05,11/1/23,KSL102_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-22-08.420-33dd2ef449f3b50c-7-104.jpg,0.81,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.363888889,CDC Light Trap,2023-01-12T18:22:58.542Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:22:58.542Z
Lira 06 KS-05,11/1/23,KSL102_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.627-33dd2ef449f3b50c-7-104.jpg,0.81,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.363888889,CDC Light Trap,2023-01-14T11:15:19.464Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:19.464Z
Lira 06 KS-05,11/1/23,KSL102_03,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.680-33dd2ef449f3b50c-7-105.jpg,0.79,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.364583333,CDC Light Trap,2023-01-14T11:15:23.800Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:23.800Z
Lira 06 KS-05,11/1/23,KSL102_04,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.732-33dd2ef449f3b50c-7-106.jpg,0.42,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.365277778,CDC Light Trap,2023-01-14T11:15:22.114Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:22.114Z
Lira 06 KS-05,11/1/23,KSL103,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.767-33dd2ef449f3b50c-7-107.jpg,0.91,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.365972222,CDC Light Trap,2023-01-14T11:15:14.805Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:14.805Z
Lira 06 KS-05,11/1/23,KSL103_01,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.775-33dd2ef449f3b50c-7-108.jpg,0.92,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.366666667,CDC Light Trap,2023-01-14T11:15:25.011Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:25.011Z
Lira 06 KS-05,11/1/23,KSL103_02,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.821-33dd2ef449f3b50c-7-109.jpg,0.81,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.367361111,CDC Light Trap,2023-01-14T11:15:25.724Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:25.724Z
Lira 06 KS-05,11/1/23,KSL104,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-22-08.752-33dd2ef449f3b50c-7-110.jpg,0.86,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.368055556,CDC Light Trap,2023-01-12T18:22:50.905Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:22:50.905Z
Lira 06 KS-05,11/1/23,KSL104,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.825-33dd2ef449f3b50c-7-110.jpg,0.86,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.368055556,CDC Light Trap,2023-01-14T11:15:13.509Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:13.509Z
Lira 06 KS-05,11/1/23,KSL104_01,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-22-08.776-33dd2ef449f3b50c-7-111.jpg,0.76,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.36875,CDC Light Trap,2023-01-12T18:22:38.262Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:22:38.262Z
Lira 06 KS-05,11/1/23,KSL104_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-12-18-22-08.790-33dd2ef449f3b50c-7-112.jpg,0.81,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:f85e7b88-dc52-4d7b-b9b4-0f073c878f3a,0.369444444,CDC Light Trap,2023-01-12T18:22:35.781Z,VectorCam V2,FALSE,Kigongo,,2023-01-12T18:22:35.781Z
Lira 06 KS-05,11/1/23,KSL105,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.880-33dd2ef449f3b50c-7-113.jpg,0.87,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.370138889,CDC Light Trap,2023-01-14T11:15:17.128Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:17.128Z
Lira 06 KS-05,11/1/23,KSL105_01,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.927-33dd2ef449f3b50c-7-114.jpg,0.8,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.370833333,CDC Light Trap,2023-01-14T11:15:13.881Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:13.881Z
Lira 06 KS-05,11/1/23,KSL105_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-53.981-33dd2ef449f3b50c-7-115.jpg,0.83,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.371527778,CDC Light Trap,2023-01-14T11:15:12.974Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:12.974Z
Lira 06 KS-05,11/1/23,KSL106,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.035-33dd2ef449f3b50c-7-116.jpg,0.78,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.372222222,CDC Light Trap,2023-01-14T11:15:10.587Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:10.587Z
Lira 06 KS-05,11/1/23,KSL106_01,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.098-33dd2ef449f3b50c-7-117.jpg,0.89,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.372916667,CDC Light Trap,2023-01-14T11:15:24.821Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:24.821Z
Lira 06 KS-05,11/1/23,KSL107,Culex,Female,FF - Fully Fed,Other,,UF - Unfed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.142-33dd2ef449f3b50c-7-118.jpg,0.86,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.373611111,CDC Light Trap,2023-01-14T11:15:16.642Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:16.642Z
Lira 06 KS-05,11/1/23,KSL107_01,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.163-33dd2ef449f3b50c-7-119.jpg,0.83,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.374305556,CDC Light Trap,2023-01-14T11:15:22.104Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:22.104Z
Lira 06 KS-05,11/1/23,KSL107_02,Culex,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.205-33dd2ef449f3b50c-7-120.jpg,0.82,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.375,CDC Light Trap,2023-01-14T11:15:24.105Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:24.105Z
Lira 06 KS-05,11/1/23,KSL108,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.220-33dd2ef449f3b50c-7-121.jpg,0.87,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.375694444,CDC Light Trap,2023-01-14T11:15:21.158Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:21.158Z
Lira 06 KS-05,11/1/23,KSL108_01,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.281-33dd2ef449f3b50c-7-122.jpg,0.89,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.376388889,CDC Light Trap,2023-01-14T11:15:20.280Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:20.280Z
Lira 06 KS-05,11/1/23,KSL108_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-14-11-14-54.320-33dd2ef449f3b50c-7-123.jpg,0.87,Yes,Desiccated,2.2384013,32.8928984,Lira,,,33dd2ef449f3b50c:94ddc4b4-3443-4320-842c-a544ae027bae,0.377083333,CDC Light Trap,2023-01-14T11:15:15.399Z,VectorCam V2,FALSE,Kigongo,,2023-01-14T11:15:15.399Z
Lira 01 KD-01,8/1/23,LK001,Anopheles funestus,Male,UF - Unfed,,Female,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-31.086-33dd2ef449f3b50c-8-271.jpg,0.85,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.521527778,Pyrethroid Spray Catch (PSC),2023-01-08T08:55:01.356Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:55:01.356Z
Lira 01 KD-01,8/1/23,LK001 TO,Anopheles funestus,Male,UF - Unfed,,Female,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-31.065-33dd2ef449f3b50c-8-272.jpg,0.91,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.522222222,Pyrethroid Spray Catch (PSC),2023-01-08T08:54:58.042Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:54:58.042Z
Lira 01 KD-01,8/1/23,LK001 TO_01,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-31.061-33dd2ef449f3b50c-8-273.jpg,0.9,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.522916667,Pyrethroid Spray Catch (PSC),2023-01-08T08:54:55.866Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:54:55.866Z
Lira 01 KS-02,8/1/23,LK001_03,Anopheles funestus,Male,UF - Unfed,,Female,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-36-44.477-33dd2ef449f3b50c-9-280.jpg,0.85,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.569444444,Pyrethroid Spray Catch (PSC),2023-01-08T09:36:55.998Z,VectorCam V2,FALSE,Kigongo,,2023-01-08T09:36:55.998Z
Lira 01 KS-02,8/1/23,LK001_04,Anopheles funestus,Female,UF - Unfed,,,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-36-44.504-33dd2ef449f3b50c-9-281.jpg,0.9,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.570138889,Pyrethroid Spray Catch (PSC),2023-01-08T09:36:55.810Z,VectorCam V2,FALSE,Kigongo,,2023-01-08T09:36:55.810Z
Lira 01 KD-01,8/1/23,LK002 TO,Anopheles funestus,Female,G - Gravid,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-31.109-33dd2ef449f3b50c-8-274.jpg,0.94,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.523611111,Pyrethroid Spray Catch (PSC),2023-01-08T08:54:58.047Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:54:58.047Z
Lira 01 KD-01,8/1/23,LK002 TO_01,Anopheles funestus,Female,G - Gravid,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-31.124-33dd2ef449f3b50c-8-275.jpg,0.82,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.524305556,Pyrethroid Spray Catch (PSC),2023-01-08T08:54:52.044Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:54:52.044Z
Lira 01 KD-01,8/1/23,LK002 TO_02,Anopheles funestus,Female,FF - Fully Fed,,,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-53.326-33dd2ef449f3b50c-8-276.jpg,0.96,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.525,Pyrethroid Spray Catch (PSC),2023-01-08T08:55:16.577Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:55:16.577Z
Lira 01 KD-01,8/1/23,LK003 TO,Anopheles other,Female,G - Gravid,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-58.039-33dd2ef449f3b50c-8-277.jpg,0.94,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.525694444,Pyrethroid Spray Catch (PSC),2023-01-08T08:55:21.537Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:55:21.537Z
Lira 01 KD-01,8/1/23,LK003 TO_01,Anopheles gambiae,Male,G - Gravid,Anopheles funestus,Female,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-08-54-59.832-33dd2ef449f3b50c-8-278.jpg,0.83,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.526388889,Pyrethroid Spray Catch (PSC),2023-01-08T08:55:21.307Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T08:55:21.307Z
Lira 01 KD-01,8/1/23,LK003 TO_02,Anopheles other,Male,UF - Unfed,Anopheles funestus,Female,G - Gravid,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-39-20.491-33dd2ef449f3b50c-8-279.jpg,0.89,Yes,Fresh,,,,,,33dd2ef449f3b50c:721d05b6-6e51-4b8c-a3cc-b562f82e406f,0.527083333,Pyrethroid Spray Catch (PSC),2023-01-08T09:39:23.663Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T09:39:23.663Z
Lira 01 KD-01,8/1/23,LK003 TO_02,Anopheles other,Male,UF - Unfed,Anopheles funestus,Female,G - Gravid,,Uganda,Lira,Amuca,,0.89,Yes,Fresh,,,,,,33dd2ef449f3b50c:f17d12df-503c-4410-b319-add71d77bc6a,0.527083333,Pyrethroid Spray Catch (PSC),2023-01-08T14:37:51.487Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-08T16:20:56.141Z
Lira 01 KD-01,8/1/23,LK003 TO_02,Anopheles other,Male,UF - Unfed,Anopheles funestus,Female,G - Gravid,,Uganda,Lira,Amuca,,0.89,Yes,Fresh,,,,,,33dd2ef449f3b50c:4f4eee07-ffe5-41e5-94e5-582adf9b69a6,0.527083333,Pyrethroid Spray Catch (PSC),2023-01-09T18:39:57.341Z,VectorCam V2,FALSE,Kigongo,Debug session,2023-01-09T19:49:54.917Z
DEBUG,8/1/23,LKH-001,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,G - Gravid,1-Jan,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-22.673-00ebdee4b2f086e2-5-50.jpg,0.93,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:50,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:47.535Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:47.535Z
DEBUG,8/1/23,LKH-002,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,G - Gravid,2-Jan,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-22.699-00ebdee4b2f086e2-5-51.jpg,0.93,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:51,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:34.533Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:34.533Z
DEBUG,8/1/23,LKH-003,Anopheles other,Female,G - Gravid,Anopheles funestus,,,3-Jan,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-22.702-00ebdee4b2f086e2-5-52.jpg,0.81,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:52,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:55.121Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:55.121Z
DEBUG,8/1/23,LKH-004,Anopheles other,Female,G - Gravid,Anopheles funestus,,,1-Feb,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-22.706-00ebdee4b2f086e2-5-53.jpg,0.57,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:53,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:44.888Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:44.888Z
DEBUG,8/1/23,LKH-005,Anopheles other,Female,G - Gravid,Anopheles funestus,,,2-Feb,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-22.717-00ebdee4b2f086e2-5-54.jpg,0.84,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:54,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:39.046Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:39.046Z
DEBUG,8/1/23,LKH-006,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,G - Gravid,3-Feb,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-35.282-00ebdee4b2f086e2-5-55.jpg,0.84,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:55,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:43.852Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:43.852Z
DEBUG,8/1/23,LKH-007,Anopheles other,Female,G - Gravid,,,,1-Mar,Uganda,Northern Region,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-08-09-15-42.056-00ebdee4b2f086e2-5-56.jpg,0.85,Yes,Fresh,,,,,,00ebdee4b2f086e2:f8080b9b-5ce5-4b7e-99ad-b04fb25ebe2e,5:56,Pyrethroid Spray Catch (PSC),2023-01-08T09:15:56.336Z,VectorCam V2,FALSE,Kim Hwang,DEBUG - VectorCam App Issues,2023-01-08T09:15:56.336Z
